channel_index,event_index,event_time,event_score,coda_index,coda_time,windows
43,7200,1970-01-01T00:01:12,0.992,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
44,7200,1970-01-01T00:01:12,0.999,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
45,7200,1970-01-01T00:01:12,0.996,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
46,7200,1970-01-01T00:01:12,0.998,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
47,7200,1970-01-01T00:01:12,0.999,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
48,7200,1970-01-01T00:01:12,0.992,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
49,7200,1970-01-01T00:01:12,0.959,10560,1970-01-01T00:01:45.600000,"[15, 16, 17, 18, 19, 20, 21]"
50,7200,1970-01-01T00:01:12,0.829,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
51,7200,1970-01-01T00:01:12,0.976,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
52,7200,1970-01-01T00:01:12,0.96,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
53,7200,1970-01-01T00:01:12,0.964,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
54,7200,1970-01-01T00:01:12,0.98,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
55,7200,1970-01-01T00:01:12,0.996,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
56,7200,1970-01-01T00:01:12,0.988,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
57,7200,1970-01-01T00:01:12,0.993,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
58,7200,1970-01-01T00:01:12,0.998,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
59,7200,1970-01-01T00:01:12,0.987,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
60,7200,1970-01-01T00:01:12,0.999,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
61,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
62,7200,1970-01-01T00:01:12,0.999,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
63,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
64,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
65,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
66,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
67,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
68,7200,1970-01-01T00:01:12,0.999,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
69,7200,1970-01-01T00:01:12,0.998,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
70,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
71,7200,1970-01-01T00:01:12,0.998,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
72,7200,1970-01-01T00:01:12,0.998,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
73,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
74,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
75,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
76,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
77,7200,1970-01-01T00:01:12,0.997,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
78,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
79,7200,1970-01-01T00:01:12,0.999,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
80,7200,1970-01-01T00:01:12,0.839,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
81,7200,1970-01-01T00:01:12,0.824,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
82,7200,1970-01-01T00:01:12,0.808,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
83,7200,1970-01-01T00:01:12,0.908,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
84,7200,1970-01-01T00:01:12,0.968,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
85,7200,1970-01-01T00:01:12,0.944,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
86,7200,1970-01-01T00:01:12,0.978,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
87,7200,1970-01-01T00:01:12,0.813,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
88,7200,1970-01-01T00:01:12,0.911,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
89,7200,1970-01-01T00:01:12,0.866,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
90,7200,1970-01-01T00:01:12,0.96,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
91,7200,1970-01-01T00:01:12,0.832,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
92,7200,1970-01-01T00:01:12,0.831,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
93,7200,1970-01-01T00:01:12,0.829,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
94,7200,1970-01-01T00:01:12,0.972,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
95,7200,1970-01-01T00:01:12,0.918,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
96,7200,1970-01-01T00:01:12,0.987,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
97,7200,1970-01-01T00:01:12,0.826,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
98,7200,1970-01-01T00:01:12,0.831,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
99,7200,1970-01-01T00:01:12,0.831,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
