channel_index,event_index,event_time,event_score,coda_index,coda_time,windows
0,7200,1970-01-01T00:01:12,1.0,9120,1970-01-01T00:01:31.200000,"[15, 16, 17, 18]"
1,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
2,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
3,7200,1970-01-01T00:01:12,0.823,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
4,7200,1970-01-01T00:01:12,0.863,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
5,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
6,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
7,7200,1970-01-01T00:01:12,0.935,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
8,7200,1970-01-01T00:01:12,0.977,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
9,7200,1970-01-01T00:01:12,0.987,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
10,7200,1970-01-01T00:01:12,0.99,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
11,7200,1970-01-01T00:01:12,0.998,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
12,7200,1970-01-01T00:01:12,0.879,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
13,7200,1970-01-01T00:01:12,0.989,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
14,7200,1970-01-01T00:01:12,0.991,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
15,7200,1970-01-01T00:01:12,0.87,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
16,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
17,7200,1970-01-01T00:01:12,0.847,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
18,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
19,7200,1970-01-01T00:01:12,0.667,11520,1970-01-01T00:01:55.200000,"[15, 16, 17, 18, 19, 20, 21, 22, 23]"
20,7200,1970-01-01T00:01:12,0.971,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
21,7200,1970-01-01T00:01:12,0.987,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
22,7200,1970-01-01T00:01:12,0.975,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
23,7200,1970-01-01T00:01:12,0.901,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
24,7200,1970-01-01T00:01:12,0.771,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
25,7200,1970-01-01T00:01:12,0.922,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
26,7200,1970-01-01T00:01:12,0.998,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
27,7200,1970-01-01T00:01:12,0.998,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
28,7200,1970-01-01T00:01:12,0.997,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
29,7200,1970-01-01T00:01:12,0.921,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
30,7200,1970-01-01T00:01:12,0.96,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
31,7200,1970-01-01T00:01:12,0.881,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
32,7200,1970-01-01T00:01:12,0.89,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
33,7200,1970-01-01T00:01:12,0.982,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
34,7200,1970-01-01T00:01:12,0.829,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
35,7200,1970-01-01T00:01:12,0.857,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
36,7200,1970-01-01T00:01:12,0.947,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
37,7200,1970-01-01T00:01:12,0.987,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
38,7200,1970-01-01T00:01:12,0.963,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
39,7200,1970-01-01T00:01:12,0.972,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
40,7200,1970-01-01T00:01:12,0.992,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
41,7200,1970-01-01T00:01:12,0.865,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
42,7200,1970-01-01T00:01:12,0.929,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
43,7200,1970-01-01T00:01:12,0.988,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
44,7200,1970-01-01T00:01:12,0.984,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
45,7200,1970-01-01T00:01:12,0.977,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
46,7200,1970-01-01T00:01:12,0.94,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
47,7200,1970-01-01T00:01:12,0.794,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
48,7200,1970-01-01T00:01:12,0.667,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
49,7200,1970-01-01T00:01:12,0.833,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
50,7200,1970-01-01T00:01:12,0.891,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
51,7200,1970-01-01T00:01:12,0.86,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
52,7200,1970-01-01T00:01:12,0.753,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
53,7200,1970-01-01T00:01:12,0.895,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
54,7200,1970-01-01T00:01:12,0.91,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
55,7200,1970-01-01T00:01:12,0.892,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
56,7200,1970-01-01T00:01:12,0.859,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
57,7200,1970-01-01T00:01:12,0.943,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
58,7200,1970-01-01T00:01:12,0.963,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
59,7200,1970-01-01T00:01:12,0.94,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
60,7200,1970-01-01T00:01:12,0.87,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
61,7200,1970-01-01T00:01:12,0.853,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
62,7200,1970-01-01T00:01:12,0.965,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
63,7200,1970-01-01T00:01:12,0.772,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
64,7200,1970-01-01T00:01:12,0.908,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
65,7200,1970-01-01T00:01:12,0.964,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
66,7200,1970-01-01T00:01:12,0.907,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
67,7200,1970-01-01T00:01:12,0.997,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
68,7200,1970-01-01T00:01:12,0.949,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
69,7200,1970-01-01T00:01:12,0.944,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
70,7200,1970-01-01T00:01:12,0.991,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
71,7200,1970-01-01T00:01:12,0.913,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
72,7200,1970-01-01T00:01:12,0.859,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
73,7200,1970-01-01T00:01:12,0.791,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
74,7200,1970-01-01T00:01:12,0.767,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
75,7200,1970-01-01T00:01:12,0.881,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
76,7200,1970-01-01T00:01:12,0.965,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
77,7200,1970-01-01T00:01:12,0.961,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
78,7200,1970-01-01T00:01:12,0.919,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
79,7200,1970-01-01T00:01:12,0.927,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
80,7200,1970-01-01T00:01:12,0.895,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
81,7200,1970-01-01T00:01:12,0.945,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
82,7200,1970-01-01T00:01:12,0.796,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
83,7200,1970-01-01T00:01:12,0.921,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
84,7200,1970-01-01T00:01:12,0.933,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
85,7200,1970-01-01T00:01:12,0.86,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
86,7200,1970-01-01T00:01:12,0.921,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
87,7200,1970-01-01T00:01:12,0.765,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
88,7200,1970-01-01T00:01:12,0.866,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
89,7200,1970-01-01T00:01:12,0.751,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
90,7200,1970-01-01T00:01:12,0.929,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
91,7200,1970-01-01T00:01:12,0.849,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
92,7200,1970-01-01T00:01:12,0.897,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
93,7200,1970-01-01T00:01:12,0.927,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
94,7200,1970-01-01T00:01:12,0.931,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
95,7200,1970-01-01T00:01:12,0.965,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
96,7200,1970-01-01T00:01:12,0.965,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
97,7200,1970-01-01T00:01:12,0.952,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
98,7200,1970-01-01T00:01:12,0.969,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
99,7200,1970-01-01T00:01:12,0.826,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
100,7200,1970-01-01T00:01:12,0.792,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
100,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
101,7200,1970-01-01T00:01:12,0.696,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
101,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
102,7200,1970-01-01T00:01:12,0.667,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
102,14400,1970-01-01T00:02:24,0.721,14880,1970-01-01T00:02:28.800000,[30]
103,7200,1970-01-01T00:01:12,0.851,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
103,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
104,7200,1970-01-01T00:01:12,0.993,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
104,14400,1970-01-01T00:02:24,0.975,14880,1970-01-01T00:02:28.800000,[30]
105,7200,1970-01-01T00:01:12,0.988,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
105,14400,1970-01-01T00:02:24,0.983,14880,1970-01-01T00:02:28.800000,[30]
106,7200,1970-01-01T00:01:12,0.98,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
106,14400,1970-01-01T00:02:24,0.683,14880,1970-01-01T00:02:28.800000,[30]
107,7200,1970-01-01T00:01:12,0.855,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
107,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
108,7200,1970-01-01T00:01:12,0.879,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
108,14400,1970-01-01T00:02:24,0.804,14880,1970-01-01T00:02:28.800000,[30]
109,7200,1970-01-01T00:01:12,0.864,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
109,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
110,7200,1970-01-01T00:01:12,0.762,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
111,7200,1970-01-01T00:01:12,0.763,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
112,7200,1970-01-01T00:01:12,0.962,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
113,7200,1970-01-01T00:01:12,0.988,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
114,7200,1970-01-01T00:01:12,0.994,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
115,7200,1970-01-01T00:01:12,0.974,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
116,7200,1970-01-01T00:01:12,0.942,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
117,7200,1970-01-01T00:01:12,0.92,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
118,7200,1970-01-01T00:01:12,0.667,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
119,7200,1970-01-01T00:01:12,0.685,12960,1970-01-01T00:02:09.600000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
120,7200,1970-01-01T00:01:12,0.792,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
121,7200,1970-01-01T00:01:12,0.909,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
122,7200,1970-01-01T00:01:12,0.993,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
123,7200,1970-01-01T00:01:12,0.962,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
124,7200,1970-01-01T00:01:12,0.877,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
125,7200,1970-01-01T00:01:12,0.965,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
126,7200,1970-01-01T00:01:12,0.912,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
127,7200,1970-01-01T00:01:12,0.938,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
128,7200,1970-01-01T00:01:12,0.846,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
129,7200,1970-01-01T00:01:12,0.758,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
130,7200,1970-01-01T00:01:12,0.667,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
131,7200,1970-01-01T00:01:12,0.712,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
132,7200,1970-01-01T00:01:12,0.974,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
133,7200,1970-01-01T00:01:12,0.959,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
134,7200,1970-01-01T00:01:12,0.942,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
135,7200,1970-01-01T00:01:12,0.982,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
136,7200,1970-01-01T00:01:12,0.868,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
137,7200,1970-01-01T00:01:12,0.91,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
138,7200,1970-01-01T00:01:12,0.971,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
139,7200,1970-01-01T00:01:12,0.982,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
140,7200,1970-01-01T00:01:12,0.869,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
141,7200,1970-01-01T00:01:12,0.95,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
142,7200,1970-01-01T00:01:12,0.959,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
143,7200,1970-01-01T00:01:12,0.922,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
144,7200,1970-01-01T00:01:12,0.776,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
145,7200,1970-01-01T00:01:12,0.667,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
146,7200,1970-01-01T00:01:12,0.667,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
147,7200,1970-01-01T00:01:12,0.846,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
148,7200,1970-01-01T00:01:12,0.827,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
149,7200,1970-01-01T00:01:12,0.809,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
150,7200,1970-01-01T00:01:12,0.667,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
151,7200,1970-01-01T00:01:12,0.667,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
152,7200,1970-01-01T00:01:12,0.759,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
153,7200,1970-01-01T00:01:12,0.817,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
154,7200,1970-01-01T00:01:12,0.843,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
155,7200,1970-01-01T00:01:12,0.706,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
156,7200,1970-01-01T00:01:12,0.881,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
157,7200,1970-01-01T00:01:12,0.846,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
158,7200,1970-01-01T00:01:12,0.827,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
159,7200,1970-01-01T00:01:12,0.962,13440,1970-01-01T00:02:14.400000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
160,7200,1970-01-01T00:01:12,0.999,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
160,14400,1970-01-01T00:02:24,0.965,14880,1970-01-01T00:02:28.800000,[30]
161,7200,1970-01-01T00:01:12,0.985,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
161,14400,1970-01-01T00:02:24,0.849,14880,1970-01-01T00:02:28.800000,[30]
162,7200,1970-01-01T00:01:12,0.998,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
162,14400,1970-01-01T00:02:24,0.691,14880,1970-01-01T00:02:28.800000,[30]
163,7200,1970-01-01T00:01:12,0.961,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
163,14400,1970-01-01T00:02:24,0.876,14880,1970-01-01T00:02:28.800000,[30]
164,7200,1970-01-01T00:01:12,0.915,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
164,14400,1970-01-01T00:02:24,0.744,14880,1970-01-01T00:02:28.800000,[30]
165,7200,1970-01-01T00:01:12,0.956,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
165,14400,1970-01-01T00:02:24,0.945,14880,1970-01-01T00:02:28.800000,[30]
166,7200,1970-01-01T00:01:12,0.947,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
166,14400,1970-01-01T00:02:24,0.989,14880,1970-01-01T00:02:28.800000,[30]
167,7200,1970-01-01T00:01:12,0.99,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
167,14400,1970-01-01T00:02:24,0.95,14880,1970-01-01T00:02:28.800000,[30]
168,7200,1970-01-01T00:01:12,0.821,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
168,14400,1970-01-01T00:02:24,0.773,14880,1970-01-01T00:02:28.800000,[30]
169,7200,1970-01-01T00:01:12,0.927,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
169,14400,1970-01-01T00:02:24,0.667,14880,1970-01-01T00:02:28.800000,[30]
170,7200,1970-01-01T00:01:12,0.982,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
170,14400,1970-01-01T00:02:24,0.83,14880,1970-01-01T00:02:28.800000,[30]
171,7200,1970-01-01T00:01:12,0.965,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
171,14400,1970-01-01T00:02:24,0.933,14880,1970-01-01T00:02:28.800000,[30]
172,7200,1970-01-01T00:01:12,0.89,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
172,14400,1970-01-01T00:02:24,0.795,14880,1970-01-01T00:02:28.800000,[30]
173,7200,1970-01-01T00:01:12,0.879,11040,1970-01-01T00:01:50.400000,"[15, 16, 17, 18, 19, 20, 21, 22]"
