channel_index,event_index,event_time,event_score,coda_index,coda_time,windows
3244,7200,1970-01-01T00:01:12,0.99,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3245,7200,1970-01-01T00:01:12,0.978,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3246,7200,1970-01-01T00:01:12,0.965,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3247,7200,1970-01-01T00:01:12,0.846,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3248,7200,1970-01-01T00:01:12,0.909,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3249,7200,1970-01-01T00:01:12,0.884,11999,1970-01-01T00:02:00,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
3250,7200,1970-01-01T00:01:12,0.96,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
3251,7200,1970-01-01T00:01:12,0.98,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
3252,7200,1970-01-01T00:01:12,0.839,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
3253,7200,1970-01-01T00:01:12,0.921,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
3254,7200,1970-01-01T00:01:12,0.951,12480,1970-01-01T00:02:04.800000,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
